text,env
"Cotton LEADS Purchasing LEADS-certified products, which address environmental impacts on land and soil, biodiversity and carbon footprint, and accountability throughout the supply chain.",1.0
"FishWise Partnering to monitor and continually improve the environmental sustainability, traceability and social impacts of farmed and wild-caught seafood.",1.0
The Nature Conservancy Working as an implementation partner on initiatives to improve soil health and water stewardship.,1.0
Helping develop the Forests in Focus platform to engage with forest owners and identify risks in forest product supply chains.,1.0
"We’re finding new ways to manage water sustainably, putting the needs of people, communities and the planet at the heart of how we work to deliver on our Target Forward strategy.",1.0
"Water is essential to our agricultural materials for food, textile products and manufacturing, and in the operation of every Target facility.",0.0
"Access to clean water is also a fundamental need for guests and communities all along our value chain, and we are committed to help build water resiliency in the areas where we operate so this need can always be met.",1.0
"When developing our management strategy, we first identify water-related risksfinancial or strategic impact on our business and/ or communities where we operate.",1.0
"In the U.S., this is particularly important along the West Coast — where water scarcityin the Northeast where our greatest impacts relate to water quality.",0.0
"Annually, we use the WRI’s Aqueduct tool to understand water risk for both domestic and international facilities.",1.0
This will help us focus efforts at facilities where there’s current and/or future potential for higher water risk.,1.0
through water security Securing water resources is a key consideration across both our sustainable brands and waste elimination pillars.,1.0
"Only by conserving water sources can we deliver sustainably sourced materials and operations that protect, sustain and restore nature.",1.0
"• Water risk reduction and stormwater management in direct operations, supporting resilience and collective water securitycommunities we serve.",1.0
"In identifying water risks and water-stressed regions where we operate, we will begin to set new value chain goals that reflect the context of our water stewardship approach, as well as our understanding of setting targets around the nexus between climate, water and biodiversity.",1.0
"Direct operations Across our stores, supply chain facilities and headquarters locations, we’re acting to reduce water scarcity and improve water quality outcomes.",1.0
Target is recognized for maintaining best practices in managing stormwater and the quality of water leaving our sites.,1.0
We are also refining our salt application practices to reduce the amount of chloride entering local water bodies.,1.0
"To address any impacts the salt may have on local lakes and rivers, we refreshed our training at our stores, supply chain facilities and other sites that experience snow events.",0.0
"The training, which includes application techniques and disposal methods, is based on smart salting techniques developed by the Minnesota Pollution Control Agency.",0.0
"40 Water risk refers to the possibility of an entity experiencing a water-related challenge (e.g., water scarcity, water stress, flooding, infrastructure decay, drought).",1.0
"Source: CEO Water Mandate 41 Water scarcity refers to the volumetric abundance, or lack thereof, of freshwater resources.",1.0
"Source: CEO Water Mandate 42 Water stress refers to the ability, or lack thereof, to meet human and ecological demand for freshwater.",1.0
"It considers several aspects, including water availability, quality and accessibility.",1.0
"protection against water-borne pollution and water-related disasters, and for preserving ecosystems in a climate of peace and political stability.",1.0
Target closely monitors water use across our operations to quickly identify properties that may have possible leaks or need plumbing repairs.,
"At many locations where landscapes are irrigated, we use HydroPoint smart controllers to water plants only when necessary, find underground leaks when they occur, and to pause irrigation when it’s raining or rainfall has been sufficient.",1.0
"As we develop the next phase of our strategy, water stress and other water risks will be incorporated to determine priority projects and areas.",1.0
Products We are taking steps to reduce the impact of our product portfolio and production techniques on vulnerable water resources.,1.0
"Target is an associate member of The Microfibre Consortium, which facilitates development of practical solutions to minimize fiber fragmentation and environmental releases from textile manufacturing and the product life cycle.",1.0
Read more about our approach to water management.,1.0
Supply chain programs and partnerships We maintain several initiatives and partnerships to enhance supply chain water use efficiency and stewardship.,1.0
"In addition to climate benefits, our regenerative agriculture work aims to protect local water sources by reducing agricultural run-off.",1.0
• Ongoing programs with Aii are improving water efficiency in home and apparel textiles.,1.0
"Beyond the fence line We strive to not only make a difference in water efficiency and stewardship of our direct and indirect operations, but to move beyond our own fence line to positively impact and give back to the communities where we extract from their water sources.",1.0
We support communities’ access to water and sanitation through Water.org.,1.0
"As of partnership has resulted in more than 1.3 million people (88% of whom are female) being reached with lasting, reliable, household water and sanitation solutions.",0.0
"Water use Beyond our direct operations fence line, we are hard at work understanding and participating in community water projects across California, which is one of our greatest markets and also one of our greatest water-stressed areas of our operations.",1.0
"of water resources among users beyond the farm, up to the watershed level.",0.0
"Consumers are increasingly interested in the chemicals used in their products. Our guests trust us to deliver products that are better for them, their families, their communities and the environment.",1.0
"With responsible chemical management forming an integral part of our Target Forward ambition to design and elevate sustainable brands, we are committed to advancing transparency, progressive chemical management and green chemistry innovation across our value chain.",0.0
"We are also calculating our aggregate use of chemicals via the Chemical Footprint Project, of which we are a signatory and survey participant.",0.0
Innovations in green chemistry We are investing in innovative new green chemistry ideas and sharing our chemicals list and guidance publicly.,1.0
"We exceeded our goal to invest $in green chemistry innovation by 2022, having spent over $5 million by the end of 2020.",1.0
"We offer our team members a robust pay and benefits package, as well as opportunities to grow professionally by providing a compelling work environment and abundant learning and career development opportunities.",0.0
"Board and Workplace Diversity We champion workplace diversity and an inclusive work environment with a focus on attracting, engaging, developing and advancing diverse talent.",0.0
"To deliver better results, we need to create welcoming work environments and continue to be a leader in diversity, equity, inclusion and belonging.",0.0
"49 Approximate number of full-time, part-time and seasonal team members employed as of January 29, 2022.",0.0
"The “Mental Health for Leaders: Stopping the Stigma” eLearning module teaches leaders how not to stigmatize mental health, thereby supporting Target’s diversity and inclusion efforts.",0.0
"Additionally, the “Starting with Care” instructorled sessions and resulting post-session selfserve guide help leaders demonstrate self-care, prioritize their own well-being and create a healthy environment for their teams to do the same.",0.0
"Financial security Team member experience surveys to better understand key priorities (e.g., our hybrid working environment at headquarters) and experience measurement surveys to better understand the team member journey.",0.0
"We strive to maintain a safe, healthy and secure working environment.",0.0
"• Debt-free, capped and tuition reimbursement programs for job-related courses at accredited tech schools, colleges and/or universities, as well as costs associated with Graduate Equivalency Degree (GED) leadership and executive development programs and other resources for leaders.",0.0
"Workplace diversity We embrace diversity, strive to offer everyone equitable opportunities and celebrate our team members’ differences.",0.0
"Diversity, equity and inclusion (DE&I) isn’t just the responsibility of a single team at Target.",0.0
We all play a role in making our environment one where all can thrive and belong.,1.0
"In continued to make progress against our 2019– 2021 goals, supported by our diversity action committees and employee resource groups.",0.0
Our Board of Directors has a long history of gender and racial/ethnic diversity.,0.0
"Serving and Strengthening Communities A dedicated DE&I team leverages our dimensions of difference as one of Target’s greatest strengths, while diversity action committees embed our commitment in each business unit.",0.0
"We have long worked to create an inclusive guest experience and work environment, by advancing workforce diversity, making our stores places of safety and inclusivity, and driving positive change in the communities we serve.",0.0
Building an inclusive work environment for Black team members.,0.0
Read more about workplace diversity and the progress we are making across our areas of focus.,0.0
"Our Director of Inclusive Products is responsible for advancing social sustainability within our owned brands, working with internal teams as well as brands, trade groups, certification bodies, diversity organizations, and medical and academic institutions, to map social strategies to business priorities.",0.0
"The mission of our Advancing Design Diversity (ADD) initiative is to deliver long-term impact to American design diversity, with a focus on advancing Black talent.",0.0
"Our merchandising team works to reflect the diversity of our guests in the assortment we offer, including beauty and cosmetics, food, and dolls designed for diverse audiences.",0.0
"As a priority market, we proudly give back in the Twin Cities metro area by supporting civic, social and environmental concerns that align with our giving approach and that matter to the local community.",0.0
Founded in Fund was created in response to community conversations about key tools missing from the Native community development ecosystem in the Twin Cities.,0.0
"Target Foundation’s grant helps the Fund in creating a thriving ecosystem of American Indian entrepreneurs throughout the Twin Cities with a vibrant Native-business district on the American Indian Cultural Corridor, as well as widespread American Indian homeownership and financial empowerment.",0.0
"To create an equitable future for all, in October by 2025 to fuel economic prosperity in Black communities, as part of our REACH commitments.",0.0
"We have also made commitments with organizations such as OneTen, which is focused on hiring, promoting and advancing one million Black individuals without a four-year degree into family-sustaining careers over the next to help close opportunity gaps across the U.S.",0.0
"supplier diversity Every year, we work hard to find, attract and retain more diverse-owned suppliers.",0.0
"Globally, we are working to extend supplier diversity within our international supply chain.",0.0
This industryaligned resource helps factories assess their gender equity policies and processes and generates a customized scorecard on existing gender integration policies and practices to encourage continuous improvement.,0.0
Serving and Strengthening Communities Prioritizing health and safety Providing a safe and healthy working environment for workers is a key expectation for our vendors.,0.0
"In addition to supporting growth in the diversity of our product suppliers, we’re also actively engaging BIPOC-owned businesses to service our properties.",0.0
"Operating Ethically For our business to be successful while delivering social and environmental benefits, we must maintain a foundation of integrity, transparency and ethical practices.",
"The Board does not have a specific policy regarding consideration of gender, ethnic or other diversity criteria in identifying director candidates, but understands the value of diversity, equity and inclusion (DE&I) and has a strong history of gender and racial/ethnic diversity on the Board.",0.0
"Read more about the gender and racial/ethnic diversity of our workforce, managers and Board of Directors online.",0.0
"Business Partner Code of Conduct Because the actions of our suppliers and business partners reflect directly on Target, we expect them to share our commitment to the fundamental principles of respect for human rights and environmental stewardship.",0.0
"We offer trainings covering key topics like anti-bribery, conflicts of interest, government interactions, anti-competitive behavior, environment, food safety and privacy.",1.0
"Staying accountable for impacts and actions is how we maintain the trust of our suppliers, guests, team members, shareholders and partners.",0.0
"Through our partnership with Better Buying, a nonprofit organization focused on improving purchasing practices throughout the global supply chain, we annually assess the impact of our purchasing practices on supplier sustainability through a financial, environmental and social lens.",1.0
"We leverage this assessment to better understand how our day-to-day purchasing practices are affecting our suppliers, their workers and the environment.",1.0
"Read more about responsibly sourced commodities, environmental protection and social standards in our supply chain, and our work to limit the use of conflict minerals in our owned brand products.",1.0
"In the event that a grievance is considered to be founded, Target will engage with its business partners to aim to remediate adverse human rights impacts.",0.0
"This is not broken down by social and environmental categories, but is an overall rating that is inclusive of everything that makes up our SOVE.",0.0
"Team members can join our Citizens@Target network, a resource for promoting informed civic engagement.",0.0
"Given the diversity of interests, viewpoints and the broad membership represented by candidates and organizations, the positions they take do not always reflect Target’s purpose and beliefs.",0.0
"63 Approximate number of full-time, part-time and seasonal team members employed as of January 29, 2022.",0.0
Our due diligence involves efforts to avoid adverse human rights impacts from our business activities and mitigate salient risks.,0.0
"Identifying human rights impacts In expert business and human rights consultancy, to conduct an updated human rights impact assessment (HRIA) for our operations, supply chain and business relationships.",0.0
"Our risk-based audit program assesses facility conditions, worker treatment and compensation, hiring processes, environmental practices and compliance with applicable laws and Target’s SOVE.",0.0
"We report on a range of environmental, social and governance (ESG) topics, in line with the criteria required by a number of leading international ESG reporting frameworks.",1.0
"We worked with a third-party expert to examine a number of sources, including leading ESG frameworks, industry reports, peer benchmarking, and stakeholder data and insights.",0.0
External assurance 102-56 Some of our climate and energy data are independently verified to a limited level of assurance.,0.0
Significant indirect economic impacts 203-2 Serving and Strengthening Communities p.,0.0
Proxy Statement: Core functions of the Board p. Efficiency and energy management p.,0.0
Energy Energy consumption within the organization 302-1 Energy data reported in different units were converted into gigajoules (GJ) using http://www.onlineconversion.com/energy.htm.,0.0
"The energy intensity ratio above is calculated using electricity consumption in the U.S., divided by the square footage of our U.S. properties.",0.0
"Types of energy included in the reductions: electric, heating, cooling.",0.0
Water withdrawal 303-3 Water use and management p.,0.0
Water discharge 303-4 Our withdrawn water is discharged to municipal systems for treatment.,0.0
"At this time, Target does not track the amount of water discharged.",0.0
"However, most of our water withdrawn from municipal systems is discharged back to the system with the exception of some water used for food/beverage production in our café, bakeries, and Starbucks and irrigation.",0.0
Our business travel emissions estimate includes passenger miles on commercial airlines.,1.0
We did not apply a radiative forcing adjustment to the airline travel emissions.,0.0
Waste by type and disposal method 306-2 Waste elimination and reduction p.,0.0
Significant spills 306-3 Waste elimination and reduction p.,0.0
impacts directly linked by business relationships 403-7 Elevating equity in supply chains and communities p.,0.0
Proxy Statement: Core functions of the Board p. Board and Workplace Diversity p.,0.0
impacts on local communities 413-2 Human rights: Identifying human rights impacts p.,0.0
impacts of products and services 416-2 Target has multiple processes to address product compliance and safety.,0.0
Environmental impacts of products p. Responsible Resource Use p.,1.0
— and some PEFC- and SFI-certified — forests.,1.0
strategies and practices to mitigate those risks Discussion & Analysis CG-HP-140a.2 Water use and management p.,1.0
In support of our ambition to leverage soil health practices to improve at least one million acres of land by initiatives that promote regenerative agriculture.,1.0
"We also co-funded a five-year, $to help Nebraska farmers advance soil health.",1.0
We use the Chemical Footprint Project to calculate our aggregate use of chemicals.,0.0
"Our Wellness icons for products enable guests to make informed decisions based on their individual needs (e.g., gluten-free, plant-based, vegan, non-GMO, nutritious, organic, bio-based, cruelty free, non-toxic).",0.0
This initiative aims to mitigate the immediate socioeconomic impacts of the pandemic.,0.0
Clean Water and Sanitation Ensure availability and sustainable management of water and sanitation for all.,1.0
"In identifying water risks and water-stressed regions where we operate, and in conjunction with Target Forward, we have started to set new value chain goals that reflect the context of our water stewardship approach.",1.0
"• Features across sites include rain gardens, green roofs and stormwater retention basins.",1.0
"Affordable and Clean Energy Ensure access to affordable, reliable, sustainable and modern energy for all.",1.0
We have achieved ENERGY STAR certification for over for the seventh year in a row.,0.0
We are investing in contracts for off-site renewable energy and rooftop solar projects.,1.0
"In 2021, we announced a $100 million investment through 2025 to help fuel economic prosperity in Black communities across the country.",0.0
"We publish an annual Workforce Diversity Report, showing team members are 50% people of color and 58% women.",0.0
Responsible Consumption and Production Ensure sustainable consumption and production patterns.,0.0
SDG Business Benchmark: Zero waste to landfill and incineration.,1.0
"We are working to meet public responsible sourcing commitments for forest products, chemicals, cotton, animal welfare, palm oil and seafood.",1.0
We support our guests in choosing packaging that creates less waste through our Target Zero initiative and How2Recycle labels on packaging.,1.0
Climate Action Take urgent action to combat climate change and its impacts.,1.0
Current projects and partnerships are anticipated to result in nearly 50% of electricity purchased to be from renewable resources.,1.0
"In 2021, we achieved our goal of 30% absolute reduction in emissions (scopes 1 and 2) from a 2017 baseline, 9 years ahead of our goal date (2030).",0.0
"• Through our climate supplier engagement program, we continue to support suppliers as they calculate their carbon footprint, set science-based emission reduction targets, track progress and drive collaborative action.",1.0
"Life Below Water Conserve and sustainably use the oceans, seas and marine resources for sustainable development.",1.0
SDG Business Benchmark: Net-positive water impact in water-stressed basins.,1.0
Target uses the World Resource Institute Aqueduct tool to understand water risk for domestic and international facilities.,1.0
We have launched a refreshed smart salting training program to reduce water runoff contamination.,1.0
"Life on Land Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss.",1.0
"In our forestry supply chains, we use chain-of-custody certifications wherever possible to ensure we source from well-managed forests.",1.0
"Regenerative agriculture programs are expanding, including introducing education on material efficiency, soil health and sourcing sustainable cotton.",1.0
"• Working groups and nongovernmental organizations (NGOs) inform our sourcing policies and push for systemic improvement to agriculture systems (e.g., U.S. Roundtable for Sustainable Beef, The Nature Conservancy, Field to Market, BCI Farmers, Cotton LEADS, FishWise).",1.0
We also utilize third-party certifications such as Forest Stewardship Council (FSC).,1.0
"• We have updated our food animal welfare policy, aligning to latest industry best practice, and created a new public standard for animal-derived raw materials in general merchandise.",0.0
"Strategy Disclose the actual and potential impacts of climate-related risks and opportunities on the organization’s businesses, strategy, and financial planning where such information is material.",1.0
"b) Disclose scope 1, scope 2, and, if appropriate, scope 3 greenhouse gas (GHG) emissions, and the related risks.",1.0
Greenhouse gas emissions p. c) Describe the targets used by the organization to manage climate-related risks and opportunities and performance against targets.,1.0
Internal Carbon Prices: Price on each ton of GHG emissions used internally by an organization.,1.0
"In alignment with the UN Guiding Principles on Business and Human Rights, we respect human rights and seek to avoid adverse human rights impacts resulting from our business activities.",0.0
"We are continuously working to do better, but if there are adverse impacts, our approach is to provide access to effective remedy.",0.0
We embrace diversity and strive to give everyone access to the same opportunities.,0.0
"We do this through inclusive guest experiences, inclusive work environments, workforce diversity and societal impact, in addition to our Equal Employment Opportunity and Harassment-Free Workplace Policy.",0.0
"We’re committed to providing a safe environment for both team members and guests, with dedicated safety programs to reduce or eliminate workplace hazards, including our Injury and Illness Protection Program.",0.0
"We will do our part to validate that clean, drinkable water and sanitation are accessible for the workers in Target’s supply chain.",1.0
We continue to review human rights impacts in the key salient risk areas identified in the HRIA as part of our ongoing due diligence efforts.,0.0
"Additional severe impacts (if any) Bor were still being addressed during the reporting period, but which fall outside of the salient human rights issues, and explain how they have been addressed.",0.0
There are no notable severe impacts on human rights that occurred or were still being addressed during the reporting period.,0.0
"We recognize that our work directly impacts four key stakeholder groups: our guests, our team members, our supply chain and our communities.",0.0
Human Rights Statement Supply Chain Labor & Human Rights Policies Code of Ethics We continue to review human rights impacts in key salient risk areas identified in the HRIA as part of our ongoing human rights due diligence efforts.,0.0
No impacts were identified during the reporting period.,0.0
"Carbon Shorthand for carbon dioxide, a greenhouse gas and the largest contributor to climate change.",1.0
Circular design Designing products in a way that designs out waste and keeps products and materials in use for as long as possible.,1.0
"Circular future Our teams will continue designing to eliminate waste, using materials that are recycled or sourced sustainably to create products that are more durable, easily repaired or recycled.",1.0
Climate change The long-term alteration of temperature and typical weather patterns in a location.,1.0
", we embrace diversity and strive to give everyone access to the same opportunities.",0.0
"Our diversity, equity and inclusion (DE&I) strategy focuses on four areas: creating an inclusive guest experience; having an inclusive work environment; ensuring we have a diverse workforce; and leveraging our influence to drive positive impact on society.",0.0
"While these topics reflect Target’s most significant economic, environmental and social impacts and influence decisions of stakeholders, these issues may not be considered “material” for SEC reporting purposes.",0.0
"Greenhouse gas (GHG) emissions GHG emissions refer to all gases that have a warming effect in the Earth’s atmosphere, including carbon dioxide, methane, nitrous oxide and others.",
Scope Indirect GHG emissions that occur from sources not owned by the company.,1.0
Scope 3 emissions sources include emissions both upstream and downstream of the organization’s activities.,1.0
"For a complete description of all scope and quantification methods, see the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard.",0.0
A market-based method reflects emissions from electricity that companies have purposefully chosen (or their lack of choice).,0.0
"It derives emission factors from contractual instruments, which include any type of contract between two parties for the sale and purchase of energy bundled with attributes about the energy generation, or for unbundled attribute claims.",0.0
"Term Definition Net positive A way of doing business that puts back more into society, the environment and the global economy than it takes out.",1.0
"Net zero emissions Net zero is achieved when a company’s scope 1, 2 and 3 emissions are reduced to a level that is consistent with a 1.5°C pathway, and any residual emissions are removed from the atmosphere through either naturebased or technological carbon-removal solutions (e.g., forestry, regenerative agriculture, carbon capture technology), by no later than 2050.",1.0
"Target has committed to being a net zero enterprise by to landfill in U.S. operations and net zero emissions across both our operations and supply chain, inclusive of scopes 1, 2 and 3.",0.0
Operational food waste The food waste that arises in Targets own U.S. operations (supply chain facilities and stores).,1.0
"Problematic packaging Single-use plastic items where consumption could be avoided through elimination, reuse or replacement, as well as those that, post-consumption, commonly do not enter recycling and composting systems (or where they do, are not recycled due to their format, composition or size).",1.0
"REACH builds on workforce and setting diversity, equity and inclusion (DE&I) goals.",0.0
Regenerative Operating the business in a way that does not just stop harming the environment but helps to restore and regrow natural systems.,1.0
"For example, regenerative agriculture is a rehabilitation approach to farming systems that focuses on topsoil regeneration, increasing biodiversity and improving the water cycle.",1.0
"Resource positive To give back more — environmentally — to the planet than is taken (e.g., storing more carbon than emitted, eliminating waste, providing more clean freshwater than used).",1.0
Science-based target (SBT) A GHG emissions reduction goal that is in line with what the latest climate science shows is necessary to keep global temperature rise at safe levels.,1.0
SBTs define how much and how quickly companies need to reduce their GHG emissions to prevent the worst effects of climate change.,1.0
"The Science-Based Targets initiative is a collaboration between CDP, the United Nations Global Compact, World Resources Institute (WRI) and the World Wide Fund for Nature (WWF), established to help companies set emissions reduction targets in line with climate science and Paris Agreement goals.",0.0
"Sustainable brands Brands or manufacturers with industry-leading products or services that have context-specific environmental and/or socially beneficial features, backed by credible standards or impact metrics.",1.0
"Sustainable practices May include circular design/capabilities, carbon, waste, raw material input reduction efforts, inclusivity and focus on Black communities, Indigenous communities and other communities of color (BIPOC).",0.0
"Sustainable supply chain A supply chain that manages and mitigates the negative impacts of the environmental, social and economic aspects of that supply chain.",1.0
"Virgin plastics Plastics produced using new petrochemical materials, rather than recycled or renewable ones.",
"Water risk Water risk refers to the possibility of an entity experiencing a water-related challenge (e.g., water scarcity, water stress, flooding, infrastructure decay, drought).",1.0
"Source: CEO Water Mandate Water scarcity Water scarcity refers to the volumetric abundance, or lack thereof, of freshwater resources.",1.0
"Source: CEO Water Mandate Water security Water security refers to the capacity of a population to safeguard sustainable access to adequate quantities of acceptable quality water for sustaining livelihoods, human well-being and socioeconomic development, for ensuring protection against water-borne pollution and water-related disasters, and for preserving ecosystems in a climate of peace and political stability.",1.0
"Source: IPCC WGII Sixth Assessment Report Water stress Water stress refers to the ability, or lack thereof, to meet human and ecological demand for freshwater.",1.0
"Source: CEO Water Mandate Zero waste, Zero manufacturing waste The conservation of all resources by means of responsible production, consumption, reuse and recovery of products, packaging and materials without burning and with no discharges to land, water or air that threaten the environment or human health, as established by the Zero Waste International Alliance.",1.0
"But, throughout, we have maintained our focus on tackling societal and environmental challenges.",1.0
"important; and, with the economic and social impacts of the pandemic hitting young people especially hard, we have supported over needed for the world of work.",0.0
"As a business with around globally, which touches the lives of millions of people every day, it is imperative that we make commercial decisions in a way that contributes to building a society that improves livelihoods, embraces diversity, nurtures talent, and strives to leave no one behind.",0.0
"Deepening our understanding of the representation of Black, Asian and minority ethnic colleagues throughout our workforce is a significant first step toward enhancing diversity across our organisation.",0.0
That is why we have laid out our commitment to the environment by setting Group-wide carbon emissions reduction targets in line with global ambitions to limit warming to 1.5°C.,1.0
"To support the shift in working, we created practical guidelines to help our employees adapt to a working environment which was new to many of them, and we made provisions to support them set up a safe and comfortable home working environment.",0.0
"Our purpose – we create better outcomes – is the reason we exist Underpinned by our purpose, our responsible business strategy, which was developed following considerable stakeholder engagement and launched in the environmental, social, ethical and governance issues of importance to our business and society, and the actions we are taking to address them.",1.0
the diversity of the communities we serve and is inclusive.,0.0
"• Seeking to integrate environmental, social, ethical and governance considerations across our business operations.",1.0
"As society recovers from the pandemic, we will review the environmental, social, ethical and governance issues that matter most to our business and stakeholders, evolving our responsible business strategy so that we remain relevant.",1.0
"The resurgence of the Black Lives Matter movement reminded us all of the persisting injustices faced by our Black, Asian and minority ethnic colleagues and ensured we remain committed to creating a workforce that reflects the diversity of the communities we serve, and a working environment in which no one feels excluded.",0.0
"Driven by our safety, health and environment team, and guided by government guidelines and best practice, we implemented Covid-guidance, policies and procedures that informed managers and employees of what they needed to do to protect themselves and others.",0.0
"As a result, we instigated a series of actions to tackle racism and enhance ethnic diversity.",0.0
"We refreshed our approach to diversity and inclusion, ensuring we remain committed to creating a workforce that reflects the diversity of the communities we serve, and a working environment in which no one feels excluded.",0.0
We have made progress against what we heard in wage as a minimum; we launched the Capita Academy Hub providing accessible online learning modules to all colleagues to develop them in their careers; and we launched seven employee network groups to value the diversity of our workforce and enable colleagues to share their voice.,0.0
"2,500 colleagues and, using their insight, our advisory group, which we convened with our Embrace network for race and ethnicity, recommended a series of commitments and actions that we should take as a business to tackle racism and enhance ethnic diversity.",0.0
"We heard that racism and discrimination are not confined to any one group or country, which is why our actions aim to enhance diversity and support inclusion so that no one feels excluded.",0.0
"• Have a sustainable representation of ethnic diversity, that reflects the communities we operate in, at all levels of the workplace.",0.0
"Refreshing our approach to diversity and inclusion This year, in light of the actions we are taking to tackle racism and anti-Black behaviour as well as enhance ethnic diversity, we’ve refreshed our approach to creating an inclusive organisation and have focused on three objectives.",0.0
Our commitments to tackling racism and anti-Black behaviours as well as enhancing ethnic diversity We recognised that the actions we were taking to create an inclusive workplace at Capita were not happening fast enough and we had to act.,0.0
"and reporting To better identify areas of success and areas where we need to invest, understanding what roles and skills are required to reflect the diversity of our communities.",0.0
"Without data, we can’t measure and monitor our progress to accelerate diversity throughout our organisation.",0.0
Our Be Counted campaign was launched in March colleagues to update their diversity data in Workday.,0.0
"Additionally, our Employee Network Groups are encouraging colleagues to update their diversity data through personal videos. Reporting our UK gender pay gap Annually, we report our gender pay gap outlining the actions we have taken in the year to address the reasons we have one.",0.0
"In to reduce our gender pay gap, including monitoring diversity at senior management levels, setting a 40% target for women’s representation on senior management recruitment shortlists, encouraging shared parental leave by offering enhanced shared parental leave pay, rolling out structured interviews and continuing to facilitate career progression through mentoring for highpotential female leaders.",0.0
"As part of our commitments to tackle racism and enhance ethnic diversity, we set a target for our UK workforce to have ethnic and 5% Black representation across all levels of the organisation.",0.0
"People continued Creating a more inclusive culture embedding inclusion throughout our employee life cycle With improved data, we’ve been applying a diversity lens to our employee life cycle assessing the way we recruit, promote, develop and reward our colleagues.",0.0
"However, we are confident that our actions to tackle racism and enhance ethnic diversity will support a reduction in our ethnicity pay gap.",0.0
"For more information, see Our commitments to tackling racism and anti-Black behaviours as well as enhancing ethnic diversity.",0.0
• We have refreshed our diversity and inclusion training to include an anti-racism module.,0.0
education and awareness We believe Capita should be a truly world-class working environment where all forms of diversity are celebrated and harnessed to drive progress.,0.0
"a diversity lens to our employee life cycle, assessing the way we recruit, promote, develop and reward our colleagues.",0.0
"This year, we celebrated and promoted inclusion and diversity through several successful company-wide campaigns, including Mental Health Awareness Week, Armed Forces Week, Pride, International Women’s Day, Black History Month, and International Day of Persons with Disabilities.",0.0
"The joint campaign saw us capture the students’ imaginations by illustrating the potential impact of their future work and giving them a ‘sense of mission’, as well as holding innovative assessment centres that used a mix of team and individual challenges in typical working scenarios.",0.0
"Additionally, Capita is a signatory of the Tech Talent Charter, a commitment by organisations to work together to increase the inclusion and diversity of the tech workforce in the UK.",0.0
"Climate change is one of the defining issues of our time and addressing it will require a comprehensive, multi-agency programme of mitigation and adaptation on a global scale.",1.0
"As a company, we work hard to reduce the environmental impact of our operations; our people play their part by using less energy, travelling less and recycling.",1.0
"Working with our clients and partners, we support them to reduce their own emissions and transition to a low-carbon economy.",1.0
carbon economy Smart meters underpin the UK’s plan to meet net-zero carbon emissions by projected to help save 45m tonnes of carbon by 2034 in Britain alone.,1.0
"They offer multiple benefits to homeowners, including understanding their energy use better and taking action to be more energy-efficient.",0.0
"But, most importantly, they enable the grid to deploy renewable energy in smarter ways.",1.0
Our Smart Data Communications Company (DCC) is supporting the Government in the roll-out of smart meters to homes across the UK by building and implementing a new secure data network that connects smart meters to the systems of energy suppliers and network operators.,0.0
"London has struggled with illegal levels of air pollution for nearly a decade due to the presence of high-emission vehicles, high levels of congestion and the impact of an increasing population.",1.0
"Capita has been working in partnership with Transport for London (TfL) since April run a series of initiatives, from the T-Charge Zone to the Ultra Low Emission Zone (ULEZ), to address this problem.",0.0
We’re delighted that our partnership with TfL has been extended until October meaning we can continue to be instrumental in driving down pollution in the capital.,1.0
We take our responsibility to minimise our negative environmental impact seriously.,1.0
"Our health, safety and environment policy sets out our commitment to the environment.",0.0
Reduce absolute Scope travel) greenhouse gas (GHG) emissions 46% by 2030 from a 2019 base year.,1.0
• Investing in renewable energy projects directly or via our landlords.,1.0
• Encouraging our suppliers to set ambitious plans to tackle climate change and reduce emissions.,1.0
"Reducing our energy use We use energy to heat, light and cool our buildings, as well as to power our IT systems.",0.0
"We monitor our energy use, working with our facility managers and maintenance partners to identify and resolve energy waste as it arises, identifying any plant that is inefficient and in need of replacement.",0.0
"Since renewable electricity from solar, wind and hydro-electric to power our managed buildings in the UK.",1.0
We’re also investing in energy-efficiency measures across our estate and achieved significant savings in 2020.,1.0
"Installed a replacement reverse osmosis water treatment plant, saving per annum.",0.0
Reducing our business travel As a result of Covid-exceptional 60% reduction in the emissions from business travel.,1.0
"Understanding our waste footprint We encourage colleagues to reduce, reuse and recycle waste, and we provide facilities to make this possible.",1.0
During to work with our catering suppliers and their partners to eliminate single-use plastic and reduce food waste in our catering outlets in the UK.,
"Collaborating closely with our waste management partners, we will continue to target a to landfill.",0.0
Water use Water is an increasingly precious resource across the world.,1.0
"We use water-saving technologies, such as waterless urinals, dual flush toilets and aerated taps.",1.0
"To improve our understanding of water consumption in the UK, our internal energy bureau now collects and analyses all our data.",0.0
The bureau works with water suppliers to monitor consumption to: improve our understanding of the water we are using; identify high consumption; identify and repair leaks quickly; and investigate further opportunities to manage our water use responsibly.,0.0
"working practices To encourage employees to adopt more environmentally sustainable working practices, each year we mark UN World Environment Day by running our Green Week.",1.0
"In line with the throughout the week via intranet and social media to raise awareness about the issues of climate change and land conversion leading to biodiversity losses, with articles from leading scientists.",1.0
to work with our catering suppliers and their partners to eliminate single-use plastic and reduce food waste in our catering outlets.,1.0
